uf,municipio,site_base,url_concursos,confianza_concursos,url_processos_seletivos,confianza_processos,urls_extras_concursos,urls_extras_processos,tier_concursos,tier_processos,method,razao,notes,checked_at
RS,Carazinho,https://www.carazinho.rs.gov.br,,revisar,https://www.carazinho.rs.gov.br/cidadao/pagina/editais-de-processos-seletivos-publicos-2026,confirmado,https://www.carazinho.rs.gov.br/cidadao/noticia/concurso-cultural-comunitario-colorindo-carazinho-durante-a-copa,https://www.carazinho.rs.gov.br/cidadao/pagina/processos-seletivos-2026 | https://www.carazinho.rs.gov.br/cidadao/pagina/processos-seletivos-2025 | https://www.carazinho.rs.gov.br/cidadao/pagina/processos-seletivos-2024 | https://www.carazinho.rs.gov.br/cidadao/pagina/processos-seletivos-2023 | https://www.carazinho.rs.gov.br/cidadao/pagina/editais-de-processos-seletivos-publicos-2026,,,t0+t1+t2+t2dir+t2dir+t4,[t4] Nenhuma página-índice canônica (listagem de todos os anos) para PSS foi encontrada; nenhum URL para concursos públicos de emprego.,"10 candidates (9 fetchable); no valid index page found | rev_humana(Chrome): 'Editais de Processos Seletivos Publicos' indice oficial PSS dentro de serie anual (2023-2026), confirmado",2026-06-27T07:15:37.164146+00:00
RS,Carlos Barbosa,https://www.carlosbarbosa.rs.gov.br,https://www.carlosbarbosa.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.carlosbarbosa.rs.gov.br/portal-da-transparencia/processo-seletivo,confirmado,,,t1,t1,t0+t1+t3,"[t1] As URLs são páginas de listagem específicas para Concursos Públicos e Processos Seletivos, respectivamente.",3 candidates (3 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Carlos Gomes,https://www.carlosgomes.rs.gov.br/site,https://carlosgomes.rs.gov.br/site/anexospub/search?tipo=8&categoria=39,confirmado,https://carlosgomes.rs.gov.br/site/anexospub/search?tipo=8&categoria=49,confirmado,https://www.carlosgomes.rs.gov.br/site/editais/2/Concurso-Publico,https://www.carlosgomes.rs.gov.br/site/editais/3/Processo-Seletivo,t2,t2,t0+t1+t2,[t2] URLs são listagens específicas no domínio correto; outras são 404s ou não se aplicam.,"5 candidates (4 fetchable); verify_c: Preview mostra conteúdo de outro município (Ponte Preta), não correspondendo ao município de Carlos Gomes.; verify_p: Preview mostra conteúdo de outro município (Ponte Preta), não correspondendo ao município de Carlos Gomes.; cierre_grounded: grounded(2ch): A busca do Google por termos relacionados ao site da Prefeitura de Carlos Gomes e 'concursos público; cierre_grounded: grounded(2ch): A busca do Google indexou a página e mostrou múltiplos processos seletivos listados, com datas e doc",2026-06-29T05:50:27.885799+00:00
RS,Casca,https://www.casca.rs.gov.br,https://www.casca.rs.gov.br/portal/servicos/1038/concurso/,confirmado,https://www.casca.rs.gov.br/portal/editais/3,confirmado,,,t1,t1,t0+t1+t3,"[t1] URL [0] é específica para concursos; URL [1] lista ambos, sendo a melhor opção para processos seletivos.",4 candidates (4 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Caseiros,https://www.caseiros.rs.gov.br,https://www.caseiros.rs.gov.br/pg.php?area=PUBLICACOES&subarea=10&ano=0,confirmado,https://www.caseiros.rs.gov.br/pg.php?area=PUBLICACOES&subarea=100&ano=0,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas específicas para cada tipo, listando todos os anos, conforme as regras.",5 candidates (5 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Catuípe,https://www.catuipe.rs.gov.br,https://www.catuipe.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.catuipe.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs de categoria específicas e mais amplas para cada tipo de edital.,15 candidates (15 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Caxias Do Sul,https://caxias.rs.gov.br,https://caxias.rs.gov.br/servicos/administracao-tecnologia-e-inovacao/concursos,confirmado,https://caxias.rs.gov.br/servicos/administracao-tecnologia-e-inovacao/processos-seletivos-2,confirmado,,,t1,t1,t2site+t1+t3,"[t1] Páginas separadas e específicas para concursos e processos seletivos, oferecendo listagens amplas.",4 candidates (4 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Centenário,https://www.centenario.rs.gov.br,https://www.centenario.rs.gov.br/pg.php?area=CONCURSOPUBLICO,confirmado,https://www.centenario.rs.gov.br/pg.php?area=PROCESSOSELETIVO,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs dedicadas e específicas para concursos públicos e processos seletivos, conforme a regra de preferência.",5 candidates (5 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cerrito,https://www.cerrito.rs.gov.br,https://www.cerrito.rs.gov.br/portal/editais/1/3/0/0/0/41/0/0/D,confirmado,https://www.cerrito.rs.gov.br/portal/editais/1/3/0/0/0/42/0/0/D,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs [1] e [2] são páginas de categoria específicas para Concurso Público e Processo Seletivo.,3 candidates (3 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cerro Branco,https://pmcerrobranco.rs.gov.br,https://www.pmcerrobranco.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.pmcerrobranco.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas de categoria específicas para concursos e processos seletivos, conforme as regras.",15 candidates (15 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cerro Grande,https://cerrogrande.rs.gov.br,https://acessoainformacao.cerrogrande.rs.gov.br/informacao/mp/cidadao/concursos_selecoes/concursos,confirmado,https://acessoainformacao.cerrogrande.rs.gov.br/informacao/mp/cidadao/concursos_selecoes/selecoes,confirmado,,,t1,t1,t0+t1+t3,[t1] As páginas do portal Acesso à Informação são mais específicas e canônicas para listagens oficiais.,17 candidates (17 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cerro Grande Do Sul,https://www.cerrograndedosul.rs.gov.br,https://www.cerrograndedosul.rs.gov.br/acesso-a-informacao/publicacoes/concursos-publicos/,confirmado,https://www.cerrograndedosul.rs.gov.br/acesso-a-informacao/publicacoes/processos-seletivos/,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs [0] e [2] são as páginas índice diretas e canônicas para concursos públicos e processos seletivos.,4 candidates (4 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cerro Largo,https://www.cerrolargo.rs.gov.br/site,https://www.cerrolargo.rs.gov.br/site/concursos,confirmado,https://www.cerrolargo.rs.gov.br/site/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] Página de listagem ampla para concursos e processos seletivos, aninhada sob 'Editais'.","27 candidates (27 fetchable) | FP_auditoria: URL de concursos sin contenido PSS verificable | rev_humana(Chrome): URL C corregida de /site/site/concursos (404) a /site/concursos | rev_humana(Chrome): /site/concursos indice combinado lista Concurso Publico + multiplos PROCESSO SELETIVO SIMPLIFICADO (Selecao Publica), confirmado",2026-06-27T01:41:59.683000+00:00
RS,Chapada,https://www.chapada.rs.gov.br,https://www.chapada.rs.gov.br/concurso/cat/10,confirmado,https://www.chapada.rs.gov.br/concurso/cat/3,confirmado,,,t1,t1,t0+t1+t3,[t1] URL [1] é para concursos públicos; URL [3] é a listagem mais ampla para processos seletivos.,6 candidates (6 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Charqueadas,https://www.charqueadas.rs.gov.br,https://www.charqueadas.rs.gov.br/arquivos/lista/40151?editais=,confirmado,https://www.charqueadas.rs.gov.br/arquivos/lista/40151?editais=,confirmado,,,,,t0+t1+t2+t2dir+t2dir+t4,[t2dir] Página de listagem de editais com filtros específicos para concursos e processos seletivos.,"6 candidates (1 fetchable); no valid index page found | rev_humana: hallado via Google; lista editais verificada | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Charrua,https://www.charrua.rs.gov.br,https://www.charrua.rs.gov.br/concurso.php?id=12,confirmado,https://www.charrua.rs.gov.br/concurso.php?id=86,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs específicas para 'Concurso Público' e 'Processo Seletivo Público' são as mais adequadas e diretas.,12 candidates (12 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Chiapetta,https://chiapetta.rs.gov.br,https://chiapetta.rs.gov.br/prefeitura/concursos-e-processos-seletivos/,confirmado,https://chiapetta.rs.gov.br/prefeitura/concursos-e-processos-seletivos/,confirmado,,,t1,t1,t0+t1+t3,"[t1] É a única página índice que lista tanto concursos quanto processos seletivos, abrangendo vários anos.",13 candidates (13 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Chuí,https://chui.rs.gov.br,https://chui.rs.gov.br/portal-da-transparencia/concursos-e-pss,confirmado,https://chui.rs.gov.br/portal-da-transparencia/concursos-e-pss,confirmado,,,t1,t1,t0+t1+t3,"[t1] A URL é uma página índice combinada para concursos e processos seletivos, conforme o título e o menu.",1 candidates (1 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Chuvisca,https://www.chuvisca.rs.gov.br/site,,,https://www.chuvisca.rs.gov.br/site/editais?pagina=1&tipo=1530&busca=,confirmado,https://www.chuvisca.rs.gov.br/site/concursos | https://www.chuvisca.rs.gov.br/site/concursos/7424-pa-0 | https://www.chuvisca.rs.gov.br/site/concursos/7483-pa-0 | https://www.chuvisca.rs.gov.br/site/concursos/7483-pa-0102026 | https://www.chuvisca.rs.gov.br/site/concursos/7424-pa-0092026,,,t1,t0+t1+t3+t2+t2dir+t4,[t1] URL [3] é uma listagem de editais filtrada especificamente para Processos Seletivos. Não há página índice clara para Concursos Públicos.,17 candidates (16 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cidreira,https://www.cidreira.rs.gov.br,https://www.cidreira.rs.gov.br/concursos,confirmado,https://www.cidreira.rs.gov.br/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice dedicadas para concursos e processos seletivos, conforme as regras.",3 candidates (3 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Ciríaco,https://www.ciriaco.rs.gov.br,https://www.ciriaco.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.ciriaco.rs.gov.br/portal-da-transparencia/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs específicas e diretas para cada tipo, no domínio principal da prefeitura.",3 candidates (3 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Colinas,https://colinas.rs.gov.br,https://colinas.rs.gov.br/concurso,confirmado,https://colinas.rs.gov.br/concurso,confirmado,,,t1,t1,t0+t1+t3,"[t1] Páginas de categoria específicas para cada tipo de edital, conforme as regras.","17 candidates (17 fetchable) | FP_ai[concursos]: ai_licitacao_ou_cultural(static): A página lista apenas concursos culturais (soberanas, fotográfico, jardim), não concursos públicos para provimento de cargos. | rev_humana: NO hay concurso publico real; categoria Concurso del portal solo tiene concurso cultural (soberanas). Indice oficial correcto pero sin concurso de cargos. | rev_humana(Chrome): /concurso 'Editais de Concursos' indice combinado (Categoria Concurso/Processo Seletivo/Selecao), lista items; URL corregida desde edital individual id/200, confirmado | rev_humana(Chrome): URL P apuntada al indice combinado /concurso",2026-06-27T01:41:59.683000+00:00
RS,Colorado,,https://colorado.rs.gov.br/pt_BR/concursos,confirmado,https://colorado.rs.gov.br/pt_BR/concursos,confirmado,,,,,tier0_failed,,"site_not_found | candidato_google: site oficial (Cloudflare bloqueo verif auto); confirmar con auditor --render | rev_humana(Chrome): atravesado Cloudflare, indice con 7 concursos + 4 PSS",2026-06-27T07:15:37.164146+00:00
RS,Condor,https://www.condor.rs.gov.br,https://www.condor.rs.gov.br/prefeitura/concursos-2/,confirmado,https://www.condor.rs.gov.br/prefeitura/concursos-2/,confirmado,,,t1,t1,t0+t1+t3,"[t1] É a página índice mais ampla e estável, cobrindo concursos e processos seletivos de todos os anos.",16 candidates (15 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Constantina,https://constantina.rs.gov.br,https://constantina.rs.gov.br/concursos/,confirmado,https://constantina.rs.gov.br/processoseletivo/,confirmado,,,t1,t1,t0+t1+t3,[t1] Ambas as URLs são páginas índice canônicas e específicas para concursos e processos seletivos.,2 candidates (2 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Coqueiro Baixo,https://www.coqueirobaixo.rs.gov.br,https://www.coqueirobaixo.rs.gov.br/concurso/id/200/?concurso.html,confirmado,https://www.coqueirobaixo.rs.gov.br/concurso/id/202/?processo-seletivo.html,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice de categoria específica para concursos e processos seletivos, preferíveis à raiz genérica ou editais individuais.",17 candidates (17 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Coqueiros Do Sul,https://www.coqueirosdosul.rs.gov.br,https://www.coqueirosdosul.rs.gov.br/processoseletivo,confirmado,https://www.coqueirosdosul.rs.gov.br/processoseletivo,confirmado,,,t1,t1,t0+t1+t3,[t1] A URL candidata é uma página índice combinada para concursos e processos seletivos.,1 candidates (1 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Coronel Barros,https://www.coronelbarros.rs.gov.br,https://www.coronelbarros.rs.gov.br/concurso,confirmado,https://www.coronelbarros.rs.gov.br/concurso,confirmado,https://www.coronelbarros.rs.gov.br/concurso/detalhe/457/pprocesso-seletivo-simplificado-n-102026nbspp | https://www.coronelbarros.rs.gov.br/concurso/detalhe/456/pspan-stylebackground-colorrgba000005colorrgb333741processo-seletivo-092026-enfermeiro-20-horasspanp | https://www.coronelbarros.rs.gov.br/concurso/detalhe/455/pprocesso-seletivo-082026-nbspmonitor-de-transporte-escolar-07-horasnbspp | https://www.coronelbarros.rs.gov.br/concurso/detalhe/454/pprocesso-seletivo-de-estagiarios-n-012026-ensino-medio-tecnico-e-superiorp | https://www.coronelbarros.rs.gov.br/concurso/detalhe/453/pprocesso-seletivo-simplificado-n-072026-contratacao-de-nutricionista-20-horas-semanaisp,https://www.coronelbarros.rs.gov.br/pagina/47/processo-seletivo-simplificado-n-52025-anexo-1-2-e-3/ | https://www.coronelbarros.rs.gov.br/noticia/2028/prefeitura-de-coronel-barros-abre-processo-seletivo-simplificado-para-contratacao-de-jardineiro | https://www.coronelbarros.rs.gov.br/noticia/2027/processo-seletivo-082026-aberto-selecao-para-monitor-de-transporte-escolar | https://www.coronelbarros.rs.gov.br/noticia/2026/a-prefeitura-de-coronel-barros-abriu-oficialmente-o-processo-seletivo-de-estagiarios-n-012026 | https://www.coronelbarros.rs.gov.br/noticia/2025/prorrogado-o-periodo-de-inscricoes-processo-seletivo-simplificado-052026,,,t0+t1+t3+t2+t2dir+t2dir+t4,"[t1] Nenhuma URL candidata é uma página de listagem (índice) de concursos ou processos seletivos; todas são páginas individuais ou notícias. | [t4] A URL candidata é de um edital individual, não uma página de listagem de vários editais.","30 candidates (30 fetchable); no valid index page found | rev_humana: indice combinado con CONCURSO PUBLICO 01/2023 + PSS, hallado en revision manual | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Coronel Bicaco,https://coronelbicaco.atende.net,,,,,,,,,t0+t1+t2+t2dir+t2dir+t4,,no valid index page found,2026-06-27T07:15:37.164146+00:00
RS,Coronel Pilar,https://www.coronelpilar.rs.gov.br,https://www.coronelpilar.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.coronelpilar.rs.gov.br/portal-da-transparencia/processos-seletivos,confirmado,,,t1,t1,t0+t1+t3,[t1] As URLs são páginas índice específicas e separadas para concursos e processos seletivos.,2 candidates (2 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cotiporã,https://www.cotipora.rs.gov.br,https://www.cotipora.rs.gov.br/contratacao/index?ContratacaoSearch%5Bq%5D=&ContratacaoSearch%5Bid_contratacao_categoria%5D=8&ContratacaoSearch%5Bano%5D=,confirmado,https://www.cotipora.rs.gov.br/contratacao/index?ContratacaoSearch%5Bq%5D=&ContratacaoSearch%5Bid_contratacao_categoria%5D=9&ContratacaoSearch%5Bano%5D=,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs específicas e amplas para concursos e processos seletivos, cobrindo as categorias mais gerais.",4 candidates (4 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Coxilha,https://pmcoxilha.rs.gov.br,https://pmcoxilha.rs.gov.br/pg.php?area=PUBLICACOES&subarea=17&ano=0,confirmado,https://pmcoxilha.rs.gov.br/pg.php?area=PUBLICACOES&subarea=18&ano=0,confirmado,,,t1,t1,t0+t1+t3,[t1] Páginas separadas e canônicas (todos os anos) para concursos públicos e processos seletivos.,9 candidates (9 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Crissiumal,https://www.crissiumal.rs.gov.br,https://www.crissiumal.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.crissiumal.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas de categoria específicas para concursos e processos seletivos, preferíveis à página genérica.",18 candidates (18 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cristal,https://www.cristal.rs.gov.br,https://www.cristal.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,https://www.cristal.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,,,t1,t1_combined,t0+t1+t3,"[t1] A URL é um índice dedicado a concursos públicos, mas não a processos seletivos. | [combined] Page also contains processos content","1 candidates (1 fetchable) | rev_humana(Chrome): /portal-da-transparencia/concursos-publicos combinado, lista multiplos PROCESSO SELETIVO SIMPLIFICADO, confirmado",2026-06-27T01:41:59.683000+00:00
RS,Cristal Do Sul,https://cristaldosul.atende.net,,,https://cristaldosul.atende.net/cidadao/pagina/processos-seletivos,confirmado,,,,t4,t0+t1+t2+t2dir+t2dir+t4,[t4] A URL é uma listagem específica para Processos Seletivos; não há URL para Concursos Públicos.,"1 candidates (1 fetchable) | rev_humana(Chrome): /cidadao/pagina/processos-seletivos lista muchos PSS (2021-2024), confirmado",2026-06-27T07:15:37.164146+00:00
RS,Cruz Alta,https://cruzalta.atende.net,,,,,https://cruzalta.atende.net/subportal/concurso-de-desenho-e-pintura-em-tela-de-cruz-alta-120-anos-de-erico | https://www.fundatec.org.br/portal/concursos/index_concursos.php?concurso=863,,t4,,t0+t1+t2+t2dir+t2dir+t4,"[t4] Melhor índice disponível para concursos públicos no portal oficial, mesmo que filtrado por ano.",4 candidates (3 fetchable) | [SIN_INDICE_OFICIAL_CHROME:concursos]: solo pagina de concurso unico 2024 (externo Fundatec) + archivo Editais/Decretos/Avisos mixto; sin indice de concursos propio | [SIN_INDICE_OFICIAL_CHROME:processos]: sin pagina de processos seletivos en el portal atende,2026-06-27T07:15:37.164146+00:00
RS,Cruzaltense,https://www.cruzaltense.rs.gov.br,https://www.cruzaltense.rs.gov.br/concurso/categoria/25/concurso/,confirmado,https://www.cruzaltense.rs.gov.br/concurso/categoria/24/processo-seletivo/,confirmado,,,t1,t1,t0+t1+t3,[t1] URLs de categoria específica são preferíveis às genéricas e irrelevantes foram rejeitadas.,5 candidates (5 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Cruzeiro Do Sul,https://cruzeiro.rs.gov.br,https://cruzeiro.rs.gov.br/concursos/,confirmado,https://cruzeiro.rs.gov.br/categoria-de-concurso/processo-seletivo/,confirmado,,,t1,t1,t2site+t1+t3,"[t1] URLs específicas para concursos e processos seletivos, conforme as regras de separação e categoria.",2 candidates (2 fetchable),2026-06-27T07:15:37.164146+00:00
RS,David Canabarro,https://www.davidcanabarro.rs.gov.br,,,https://www.davidcanabarro.rs.gov.br/portal-da-transparencia/processos-seletivos,confirmado,,,t1_combined,t1,t0+t1+t3,"[t1] A URL é uma página índice específica para processos seletivos, conforme título e caminho. | [combined] Page also contains concursos content","1 candidates (1 fetchable) | FP_ai[processos]: ai_tipo_equivocado(static): A página lista apenas concursos públicos, não processos seletivos. | rev_humana: seccion oficial Processos Seletivos (sin PSS activo, solo nomeacoes) | [SIN_INDICE_OFICIAL_CHROME:concursos]: portal solo tiene seccion Processos Seletivos y Editais de Licitacoes; concursos solo aparecen como noticias, sin indice",2026-06-27T01:41:59.683000+00:00
RS,Derrubadas,https://www.derrubadas.rs.gov.br,,,,,,,,,t0+t1+t2+t2dir+t2dir+t4,,2 candidates (0 fetchable); no valid index page found,2026-06-27T07:15:37.164146+00:00
RS,Dezesseis De Novembro,https://www.dezesseisdenovembro.rs.gov.br/site,https://www.dezesseisdenovembro.rs.gov.br/site/editais?pagina=1&tipo=1113&busca=,confirmado,http://www.dezesseisdenovembro.rs.gov.br/site/concursos,confirmado,,,t1,t1,t0+t1+t3,"[t1] URL [1] é índice específico para concursos. URL [0] é índice geral para concursos e seleções, sendo a melhor opção para PSS.","20 candidates (20 fetchable) | FP_ai[processos]: ai_tipo_equivocado(static): Página lista somente concursos públicos, não processos seletivos, conforme o tipo indicado nos itens. | rev_humana: indice combinado; PSS 001/2020 y 001/2022 listados",2026-06-27T01:41:59.683000+00:00
RS,Dilermando De Aguiar,https://dilermandodeaguiar.rs.gov.br,https://dilermandodeaguiar.rs.gov.br/concursos-e-processos-seletivos/,confirmado,https://dilermandodeaguiar.rs.gov.br/concursos-e-processos-seletivos/,confirmado,,,t1,t1,t0+t1+t3,[t1] É a única página de listagem combinada para concursos e PSS; a outra é um edital individual.,2 candidates (2 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Dois Irmãos,https://doisirmaos.atende.net,https://doisirmaos.atende.net/cidadao/pagina/concurso-publico,confirmado,https://doisirmaos.atende.net/cidadao/pagina/processo-seletivo-simplificado,confirmado,https://doisirmaos.atende.net/cidadao/noticia/dois-irmaos-abre-concurso-publico-e-processo-seletivo-publico-com-vagas-em-37-cargos,https://doisirmaos.atende.net/cidadao/pagina/inscricoes-processo-seletivo` | https://doisirmaos.atende.net/cidadao/pagina/processos-seletivos-2026 | https://doisirmaos.atende.net/cidadao/pagina/processos-seletivos-2025 | https://doisirmaos.atende.net/cidadao/noticia/dois-irmaos-abre-concurso-publico-e-processo-seletivo-publico-com-vagas-em-37-cargos | https://doisirmaos.atende.net/cidadao/pagina/inscricoes-processo-seletivo,t4,t4,t0+t1+t2+t2dir+t2dir+t4,"[t2] A página lista processos seletivos, é um índice e permite ver todos os anos. | [t4] URL [0] é índice canônico de concursos. URL [3] é índice mais amplo de PSS, preferível a páginas anuais.","7 candidates (7 fetchable) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Dois Irmãos Das Missões,http://www.doisirmaosdasmissoes.rs.gov.br,http://www.doisirmaosdasmissoes.rs.gov.br/prefeitura-2/concursos/,confirmado,http://www.doisirmaosdasmissoes.rs.gov.br/prefeitura-2/concursos/,confirmado,,,t1,t1,t0+t1+t3,[t1] É a única página de listagem geral para concursos e processos seletivos entre as candidatas.,7 candidates (7 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Dois Lajeados,https://www.doislajeados.rs.gov.br,http://45.70.94.178:8080/multi24/sistemas/transparencia/index?entidade=1&amp;secao=dinamico&amp;id=13099,confirmado,http://45.70.94.178:8080/multi24/sistemas/transparencia/index?entidade=1&amp;secao=dinamico&amp;id=10525,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs específicas para concursos e processos seletivos, conforme indicado pelos menus e IDs distintos.",4 candidates (4 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Dom Feliciano,https://domfeliciano.rs.gov.br,https://domfeliciano.rs.gov.br/publicacoes_legais/?categ_publicacao=concurso-publico,confirmado,https://domfeliciano.rs.gov.br/publicacoes_legais/?categ_publicacao=processo-seletivo,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs [6] e [7] são páginas de índice específicas para cada categoria, conforme as regras.",20 candidates (20 fetchable),2026-06-27T07:15:37.164146+00:00
RS,Dom Pedrito,https://www.dompedrito.rs.gov.br,https://www.dompedrito.rs.gov.br/portal-da-transparencia/concursos-publicos,confirmado,,,,https://www.dompedrito.rs.gov.br/pagina/processo-seletivo,t1,t2dir,t0+t1+t3+t2+t2dir,"[t1] URL [0] é índice de concursos. URL [1] parece ser página de edital individual, não listagem de processos seletivos. | [t2dir] É a listagem mais ampla e não filtrada por ano, servindo como índice geral de publicações e editais.",7 candidates (4 fetchable); REVERTIDO_revisar(cierre_grounded: grounded(2ch): A página é intitulada 'Publicações e Editais' e exibe múltiplos extratos de dispensa de licitação co | [SIN_INDICE_OFICIAL_CHROME:processos]: 'Publicacoes e Editais' repo generico dominado por dispensa de licitacao; sin seccion/indice PSS,2026-06-27T01:41:59.683000+00:00
RS,Dom Pedro De Alcântara,https://dompedrodealcantara.rs.gov.br,https://dompedrodealcantara.rs.gov.br/concurso/id/200/?concurso-publico.html,confirmado,https://dompedrodealcantara.rs.gov.br/concurso/id/202/?processos-seletivos.html,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs são páginas índice específicas para concursos públicos e processos seletivos, respectivamente.",13 candidates (11 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Dona Francisca,https://www.donafrancisca.rs.gov.br,https://www.donafrancisca.rs.gov.br/editais/concursos,confirmado,https://www.donafrancisca.rs.gov.br/editais,confirmado,,,t2,t2,t0+t1+t2,[t2] URL de concursos é específica; URL de editais é o índice geral para PSS na ausência de página dedicada.,"3 candidates (2 fetchable) | rev_humana(Chrome): indice valido verificado, ascendido de probable->confirmado",2026-06-27T07:15:37.164146+00:00
RS,Doutor Maurício Cardoso,,https://www.pdrmcard.com.br/site/concursos,confirmado,https://www.pdrmcard.com.br/site/concursos,confirmado,,,,,tier0_failed,,site_not_found | candidato_google: site real .com.br /site/concursos; confirmar con auditor --render,2026-06-27T07:15:37.164146+00:00
RS,Doutor Ricardo,https://doutorricardo.rs.gov.br,https://doutorricardo.rs.gov.br/concurso/id/200/?concurso.html,confirmado,https://doutorricardo.rs.gov.br/concurso/id/1002/?processo-seletivo.html,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs específicas para cada tipo de edital, com paginação, indicando listagens completas e canônicas.",19 candidates (19 fetchable),2026-06-27T01:41:59.683000+00:00
RS,Eldorado Do Sul,https://www.eldorado.rs.gov.br,https://www.eldorado.rs.gov.br/portal/editais/3,confirmado,https://www.eldorado.rs.gov.br/portal/editais/3,confirmado,,https://www.eldorado.rs.gov.br/menu-licitacoes-concursos-e-processos-seletivosantigo,t1,t1_combined,t2site+t1+t3,[t1] URL 1 é uma listagem específica de concursos; nenhuma URL candidata é uma listagem adequada para processos seletivos. | [combined] Page also contains processos content,"2 candidates (2 fetchable) | rev_humana(Chrome): /portal/editais/3 editais con filtro de tipo (Concurso Publico/Processo Seletivo), lista multiplos PSS, confirmado",2026-06-27T07:15:37.164146+00:00
RS,Encantado,https://encantado.rs.gov.br,https://encantado.rs.gov.br/concurso/id/200/?concurso.html,confirmado,https://encantado.rs.gov.br/concurso/id/202/?processo-seletivo.html,confirmado,,,t1,t1,t0+t1+t3,"[t1] URLs 0 e 2 são páginas índice específicas para concursos e processos seletivos, respectivamente, conforme as regras.",24 candidates (23 fetchable),2026-06-27T02:42:28.398287+00:00
RS,Encruzilhada Do Sul,https://www.encruzilhadadosul.rs.gov.br,https://www.encruzilhadadosul.rs.gov.br/portal/editais/1/3/0/0/0/41/0/0/0/D/0,confirmado,https://www.encruzilhadadosul.rs.gov.br/portal/editais/1/3/0/0/0/42/0/0/0/D/0,confirmado,,,t1,t1,t0+t1+t3,[t1] Páginas de categoria específicas para editais são preferíveis a listagens gerais ou de legislação.,4 candidates (4 fetchable),2026-06-27T02:42:28.398287+00:00
