uf,municipio,ibge,site_base,url_concursos,url_processos_seletivos,url_editais,url_convocacoes,url_diario_publicacoes,status_concursos,status_processos_seletivos,status_convocacoes,status_diario_publicacoes,confidence,method,gemini_used,notes,checked_at
RS,Caraá,4304713,https://www.caraa.rs.gov.br/,https://www.caraa.rs.gov.br/servico/concurso-2024/315,,https://www.caraa.rs.gov.br/servico/concurso-2024/315,,https://www.caraa.rs.gov.br/diario-oficial/pregao-eletronico-no-023-2026-aquisicao-de-caminhao-para-coleta-do-lixo/1087,boa,nao_encontrada,nao_encontrada,revisar,0.7,heuristic+gemini,1,"A URL para diário oficial aponta para um item específico, não para a seção geral. Não foram encontradas URLs para processos seletivos, editais gerais ou convocações/nomeações.",2026-06-24T15:35:25.662697+00:00
RS,Carazinho,4304705,https://www.carazinho.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada nos candidatos fornecidos. Apenas a homepage foi analisada e não continha links diretos para essas seções.,2026-06-24T15:35:25.830553+00:00
RS,Carlos Barbosa,4304804,https://www.carlosbarbosa.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,Nenhuma URL específica encontrada nos candidatos fornecidos para as categorias solicitadas.,2026-06-24T15:35:28.315890+00:00
RS,Carlos Gomes,4304853,https://www.carlosgomes.rs.gov.br/site,,,https://www.carlosgomes.rs.gov.br/site/anexos/search?tipo=8,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.7,heuristic+gemini,1,"A URL para editais foi encontrada, mas não há URLs específicas para concursos, processos seletivos, convocações ou diário oficial.",2026-06-24T15:35:28.924539+00:00
RS,Casca,4304903,https://www.casca.rs.gov.br/,https://www.casca.rs.gov.br/portal/editais/3,,https://www.casca.rs.gov.br/portal/editais/1,,https://www.casca.rs.gov.br/portal/diario-oficial,boa,nao_encontrada,nao_encontrada,boa,0.9,heuristic+gemini,1,"A URL para editais de concurso foi selecionada. Não foi encontrada uma seção específica para processos seletivos ou convocações/nomeações. A URL para editais gerais aponta para editais de licitação, que é o mais próximo de 'editais gerais' encontrado. O diário oficial foi encontrado.",2026-06-24T15:35:31.666101+00:00
RS,Caseiros,4304952,https://caseiros.rs.gov.br/,https://caseiros.rs.gov.br/pg.php?area=CONCURSOS,,,,https://caseiros.rs.gov.br/pg.php?area=PUBLICACOES&subarea=100&ano=2026,boa,nao_encontrada,nao_encontrada,revisar,0.7,heuristic+gemini,1,"A URL de diário/publicações é genérica e inclui um ano futuro (2026), o que pode indicar que não é a página principal de publicações oficiais.",2026-06-24T15:35:34.466829+00:00
RS,Catuípe,4305009,https://catuipe.rs.gov.br/,https://catuipe.rs.gov.br/concursos-publicos,https://catuipe.rs.gov.br/processos-seletivos,https://catuipe.rs.gov.br/edital,https://catuipe.rs.gov.br/nomeacoes,https://catuipe.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:35:35.094038+00:00
RS,Caxias do Sul,4305108,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:35:36.890051+00:00
RS,Centenário,4305116,https://www.centenario.rs.gov.br/,https://www.centenario.rs.gov.br/pg.php?area=CONCURSOPUBLICO,https://www.centenario.rs.gov.br/pg.php?area=PROCESSOSELETIVO,,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"URL para concursos e processos seletivos encontradas. Não há URLs claras para editais gerais, convocações ou diário oficial.",2026-06-24T15:35:37.001499+00:00
RS,Cerrito,4305124,https://www.cerrito.rs.gov.br/,,,https://www.cerrito.rs.gov.br/portal/editais/3,,https://www.cerrito.rs.gov.br/portal/diario-oficial,nao_encontrada,nao_encontrada,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de editais gerais foi identificada. Não foram encontradas URLs específicas para concursos, processos seletivos ou convocações/nomeações. O diário oficial foi encontrado.",2026-06-24T15:35:39.457487+00:00
RS,Cerro Branco,4305132,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:35:39.786249+00:00
RS,Cerro Grande,4305157,https://cerrogrande.rs.gov.br/,https://cerrogrande.rs.gov.br/portal/concursos-publicos,https://cerrogrande.rs.gov.br/portal/processos-seletivos,https://cerrogrande.rs.gov.br/portarias-e-editais,,https://cerrogrande.rs.gov.br/publicacoes,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,Os editais gerais foram mapeados para 'Portarias e Editais' que parece ser a seção mais abrangente para este tipo de documento. Não foi encontrada uma URL específica para convocações/nomeações.,2026-06-24T15:35:39.902301+00:00
RS,Cerro Grande do Sul,4305173,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:35:41.942611+00:00
RS,Cerro Largo,4305207,https://cerrolargo.rs.gov.br/site,https://cerrolargo.rs.gov.br/site/concursos,,https://cerrolargo.rs.gov.br/site/noticias/comunicacao/74038-concurso-publico-n-012022---edital-n-012022-%E2%80%93-abertura-e-inscricoes,https://cerrolargo.rs.gov.br/site/concursos/7426-cham,,boa,nao_encontrada,revisar,nao_encontrada,0.7,heuristic+gemini,1,"A URL de convocações aponta para uma notícia individual, não para uma seção geral.",2026-06-24T15:35:42.108926+00:00
RS,Chapada,4305306,https://chapada.rs.gov.br/,https://chapada.rs.gov.br/concurso/cat/10,https://chapada.rs.gov.br/concurso/cat/2,https://chapada.rs.gov.br/documento/cat/2,https://chapada.rs.gov.br/documento/cat/2,https://chapada.rs.gov.br/documento/cat/2,boa,boa,revisar,revisar,0.8,heuristic+gemini,1,"A seção de documentos é genérica e pode conter convocações e publicações, mas não é específica para diário oficial.",2026-06-24T15:35:45.465828+00:00
RS,Charqueadas,4305355,https://www.charqueadas.rs.gov.br/,,,https://www.charqueadas.rs.gov.br/arquivos/lista/40151?editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.7,heuristic+gemini,1,Apenas URL de editais gerais encontrada.,2026-06-24T15:35:47.631179+00:00
RS,Charrua,4305371,https://www.charrua.rs.gov.br/,https://www.charrua.rs.gov.br/concurso.php?id=60,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A URL de concursos parece ser uma página genérica para listar concursos, embora o parâmetro 'id' possa indicar um concurso específico. No entanto, como há várias URLs com 'concurso.php?id=', e a página parece listar concursos, foi considerada 'boa'. Não foram encontradas URLs específicas para processos seletivos, editais gerais, convocações ou diário oficial.",2026-06-24T15:35:49.962666+00:00
RS,Chiapetta,4305405,https://chiapetta.rs.gov.br/,https://chiapetta.rs.gov.br/prefeitura/concursos-e-processos-seletivos,https://chiapetta.rs.gov.br/prefeitura/concursos-e-processos-seletivos,https://chiapetta.rs.gov.br/prefeitura/editas-decretos-e-portarias,https://chiapetta.rs.gov.br/prefeitura/concursos-e-processos-seletivos,https://chiapetta.rs.gov.br/prefeitura/editas-decretos-e-portarias,boa,boa,revisar,boa,0.8,heuristic+gemini,1,"A URL de concursos e processos seletivos é a mesma. A URL de editais e diário/publicações oficiais também é a mesma. A seção de convocações/nomeações não é explícita, mas pode estar dentro da página de concursos e processos seletivos.",2026-06-24T15:35:52.391898+00:00
RS,Chuí,4305439,https://chui.rs.gov.br/,https://chui.rs.gov.br/portal-da-transparencia/concursos-e-pss,https://chui.rs.gov.br/portal-da-transparencia/concursos-e-pss,https://chui.rs.gov.br/edital-de-convocacao-de-candidatos-003-2020,https://chui.rs.gov.br/edital-de-convocacao-de-candidatos-003-2020,https://chui.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:35:53.622264+00:00
RS,Chuvisca,4305447,https://chuvisca.rs.gov.br/site,https://chuvisca.rs.gov.br/site/concursos,,https://chuvisca.rs.gov.br/site/editais,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"Encontrado link direto para concursos e editais. Não há links explícitos para processos seletivos, convocações ou diário oficial.",2026-06-24T15:35:54.842013+00:00
RS,Cidreira,4305454,https://www.cidreira.rs.gov.br/,https://www.cidreira.rs.gov.br/concursos,https://www.cidreira.rs.gov.br/processos-seletivos,,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,URLs para concursos e processos seletivos encontradas. Outras categorias não identificadas nos candidatos.,2026-06-24T15:35:57.088616+00:00
RS,Ciríaco,4305504,https://www.ciriaco.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,Nenhuma URL específica para as categorias foi encontrada na página inicial fornecida.,2026-06-24T15:35:59.691037+00:00
RS,Colinas,4305587,https://colinas.rs.gov.br/,https://colinas.rs.gov.br/concurso/id/202?processo-seletivo.html,https://colinas.rs.gov.br/concurso/id/202?processo-seletivo.html,https://colinas.rs.gov.br/licitacao/id/110?chamamento-publico--credenciamento.html,https://colinas.rs.gov.br/concurso/id/201?nomeacoes-revogacoes-e-exoneracoes.html,https://colinas.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:01.092933+00:00
RS,Colorado,4305603,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:02.137343+00:00
RS,Condor,4305702,https://www.condor.rs.gov.br/,https://www.condor.rs.gov.br/prefeitura/concursos-2,https://www.condor.rs.gov.br/processo-seletivo,https://www.condor.rs.gov.br/prefeitura/editais,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,A URL de concursos parece ser uma seção geral para concursos e processos seletivos. A URL de processos seletivos é específica. Não foi encontrada uma seção clara para convocações ou diário oficial/publicações oficiais.,2026-06-24T15:36:03.641286+00:00
RS,Constantina,4305801,https://constantina.rs.gov.br/,https://constantina.rs.gov.br/concursos,https://constantina.rs.gov.br/processoseletivo,https://constantina.rs.gov.br/editais,,https://constantina.rs.gov.br/portal/diario-oficial,boa,boa,nao_encontrada,revisar,0.8,heuristic+gemini,1,"A URL para diário oficial retornou um erro 'Oppsss, nada encontrado!'.",2026-06-24T15:36:04.636733+00:00
RS,Coqueiro Baixo,4305835,https://www.coqueirobaixo.rs.gov.br/,https://www.coqueirobaixo.rs.gov.br/concurso/id/202?processo-seletivo.html,https://www.coqueirobaixo.rs.gov.br/concurso/id/202?processo-seletivo.html,https://www.coqueirobaixo.rs.gov.br/licitacao/id/110?chamamento-publico.html,https://www.coqueirobaixo.rs.gov.br/concurso/id/201?convocacao.html,https://www.coqueirobaixo.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:04.833539+00:00
RS,Coqueiros do Sul,4305850,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:07.109490+00:00
RS,Coronel Barros,4305871,https://coronelbarros.rs.gov.br/,https://coronelbarros.rs.gov.br/concursos-publicos,https://coronelbarros.rs.gov.br/processos-seletivos,https://coronelbarros.rs.gov.br/edital,https://coronelbarros.rs.gov.br/nomeacoes,https://coronelbarros.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:07.232309+00:00
RS,Coronel Bicaco,4305900,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:07.316620+00:00
RS,Coronel Pilar,4305934,https://www.coronelpilar.rs.gov.br/,https://www.coronelpilar.rs.gov.br/concursos-publicos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.6,heuristic+gemini,1,Apenas uma URL específica encontrada nos candidatos fornecidos.,2026-06-24T15:36:08.928357+00:00
RS,Cotiporã,4305959,https://www.cotipora.rs.gov.br/,,,https://www.cotipora.rs.gov.br/licitacao/view/8481/pregao-presencial-n-0212026,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,1,heuristic+gemini,1,"Nenhuma URL candidata corresponde aos critérios de concursos, processos seletivos, convocações ou diário oficial.",2026-06-24T15:36:09.855550+00:00
RS,Coxilha,4305975,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:09.991340+00:00
RS,Crissiumal,4306007,https://crissiumal.rs.gov.br/,https://crissiumal.rs.gov.br/concursos-publicos,https://crissiumal.rs.gov.br/processos-seletivos,https://crissiumal.rs.gov.br/noticia/3509/edital-345-2026-convocacao-estagiarios-edital-2602026-3a-chamada,https://crissiumal.rs.gov.br/nomeacoes,https://crissiumal.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:10.126569+00:00
RS,Cristal,4306056,https://www.cristal.rs.gov.br/,https://www.cristal.rs.gov.br/portal-da-transparencia/concursos-publicos,,https://www.cristal.rs.gov.br/portal-da-transparencia/licitacoes-e-editais,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"URL para concursos e editais gerais encontrada. Processos seletivos, convocações e diário oficial não foram encontrados nos candidatos fornecidos.",2026-06-24T15:36:13.655365+00:00
RS,Cristal do Sul,4306072,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:15.449097+00:00
RS,Cruz Alta,4306106,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:15.541904+00:00
RS,Cruzaltense,4306130,https://cruzaltense.rs.gov.br/,https://cruzaltense.rs.gov.br/concursos-publicos,https://cruzaltense.rs.gov.br/processos-seletivos,https://cruzaltense.rs.gov.br/edital,https://cruzaltense.rs.gov.br/nomeacoes,https://cruzaltense.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:16.519798+00:00
RS,Cruzeiro do Sul,4306205,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:17.799225+00:00
RS,David Canabarro,4306304,https://davidcanabarro.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada nos candidatos fornecidos. Apenas a página inicial foi rastreada.,2026-06-24T15:36:17.966688+00:00
RS,Derrubadas,4306320,https://www.derrubadas.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,"O site municipal está em construção, impossibilitando a localização das URLs solicitadas.",2026-06-24T15:36:18.511764+00:00
RS,Dezesseis de Novembro,4306353,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:19.593396+00:00
RS,Dilermando de Aguiar,4306379,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:19.722179+00:00
RS,Dois Irmãos,4306403,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:19.818978+00:00
RS,Dois Irmãos das Missões,4306429,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:20.435674+00:00
RS,Dois Lajeados,4306452,https://www.doislajeados.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,curto,2026-06-24T15:36:20.573146+00:00
RS,Dom Feliciano,4306502,https://domfeliciano.rs.gov.br/,https://domfeliciano.rs.gov.br/concurso-de-pisanki-em-osterbaum-realizado-na-pascoa-foi-um-sucesso,https://domfeliciano.rs.gov.br/publicacoes_legais/edital-de-processo-seletivo-simplificado-n-o-08-2026,https://domfeliciano.rs.gov.br/publicacoes_legais/edital-de-processo-seletivo-simplificado-n-o-08-2026,https://domfeliciano.rs.gov.br/publicacoes_legais/edital-de-convocacao-de-processo-seletivo-96-2026-de-19-de-junho-de-2026,,boa,boa,boa,nao_encontrada,0.55,heuristic,0,,2026-06-24T15:36:20.752812+00:00
RS,Dom Pedrito,4306601,https://www.dompedrito.rs.gov.br/,https://www.dompedrito.rs.gov.br/portal-da-transparencia/concursos-publicos,https://www.dompedrito.rs.gov.br/pagina/processo-seletivo,https://www.dompedrito.rs.gov.br/portal-da-transparencia/publicacoes-e-editais,,https://www.dompedrito.rs.gov.br/portal-da-transparencia/publicacoes-e-editais,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,url_editais e url_diario_publicacoes apontam para a mesma página de 'Publicações e Editais'.,2026-06-24T15:36:21.213856+00:00
RS,Dom Pedro de Alcântara,4306551,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:21.732043+00:00
RS,Dona Francisca,4306700,https://donafrancisca.rs.gov.br/,https://donafrancisca.rs.gov.br/editais/concursos-publicos,https://donafrancisca.rs.gov.br/processos-seletivos,https://donafrancisca.rs.gov.br/edital,https://donafrancisca.rs.gov.br/nomeacoes,https://donafrancisca.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:21.867495+00:00
RS,Doutor Maurício Cardoso,4306734,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:21.901506+00:00
RS,Doutor Ricardo,4306759,https://doutorricardo.rs.gov.br/,https://doutorricardo.rs.gov.br/concurso/visualizar/id/1769?edital-0032026.html,https://doutorricardo.rs.gov.br/concurso/id/1002?processo-seletivo.html,https://doutorricardo.rs.gov.br/concurso/id/1003?edital-de-certificacao-de-diretor-de-escola.html,https://doutorricardo.rs.gov.br/concurso/id/201?convocacao.html,https://doutorricardo.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:22.057058+00:00
RS,Eldorado do Sul,4306767,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:23.121765+00:00
RS,Encantado,4306809,https://encantado.rs.gov.br/,https://encantado.rs.gov.br/concurso/visualizar/id/1022?convocacoes-pss-012024-prof-portugues.html,https://encantado.rs.gov.br/concurso/visualizar/id/1022?convocacoes-pss-012024-prof-portugues.html,https://encantado.rs.gov.br/licitacao/id/110?chamamento-publico.html,https://encantado.rs.gov.br/concurso/visualizar/id/1022?convocacoes-pss-012024-prof-portugues.html,https://encantado.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:23.232112+00:00
RS,Encruzilhada do Sul,4306908,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:23.776807+00:00
RS,Engenho Velho,4306924,https://engenhovelho.rs.gov.br/,,,https://engenhovelho.rs.gov.br/publicacoes/editais,,https://engenhovelho.rs.gov.br/publicacoes,nao_encontrada,nao_encontrada,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL para editais gerais foi encontrada. A URL para publicações gerais pode servir como diário oficial. Não foram encontradas seções específicas para concursos, processos seletivos ou convocações.",2026-06-24T15:36:23.958635+00:00
RS,Entre-ijuís,4306932,https://entreijuis.rs.gov.br/,https://entreijuis.rs.gov.br/concursos-publicos,https://entreijuis.rs.gov.br/processos-seletivos,https://entreijuis.rs.gov.br/edital,https://entreijuis.rs.gov.br/nomeacoes,https://entreijuis.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:24.101503+00:00
RS,Entre Rios do Sul,4306957,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:26.512238+00:00
RS,Erebango,4306973,https://erebango.rs.gov.br/,https://erebango.rs.gov.br/publicacoes_legais,https://erebango.rs.gov.br/publicacoes_legais,https://erebango.rs.gov.br/publicacoes_legais,https://erebango.rs.gov.br/publicacoes_legais,https://erebango.rs.gov.br/publicacoes_legais,revisar,revisar,revisar,revisar,0.7,heuristic+gemini,1,"A URL 'publicacoes_legais' parece ser um arquivo genérico para todas as publicações legais, incluindo concursos, processos seletivos, editais e convocações. Não há URLs mais específicas para cada categoria. Portanto, todas as URLs são as mesmas e o status é 'revisar' para garantir que a página genérica atenda aos requisitos de estabilidade e facilidade de busca.",2026-06-24T15:36:26.689396+00:00
RS,Erechim,4307005,https://www.erechim.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"O único URL candidato fornecido é a página padrão do servidor Payara, sem conteúdo do site municipal. Nenhuma das URLs solicitadas pôde ser encontrada.",2026-06-24T15:36:26.784275+00:00
RS,Ernestina,4307054,https://ernestina.rs.gov.br/,https://ernestina.rs.gov.br/concurso,https://ernestina.rs.gov.br/processo-seletivo,https://ernestina.rs.gov.br/publicacoes/editais,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"As URLs para concursos, processos seletivos e editais gerais parecem ser seções dedicadas. Não foram encontradas seções específicas para convocações/nomeações ou diário/publicações oficiais.",2026-06-24T15:36:27.001352+00:00
RS,Erval Grande,4307203,https://www.ervalgrande.rs.gov.br/,https://www.ervalgrande.rs.gov.br/pg.php?area=CONCURSOPUBLICO,https://www.ervalgrande.rs.gov.br/pg.php?area=PROCESSOSELETIVO,,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"Concursos e processos seletivos encontrados. Editais, convocações e diário oficial não encontrados.",2026-06-24T15:36:28.098114+00:00
RS,Erval Seco,4307302,https://www.ervalseco.rs.gov.br/,https://www.ervalseco.rs.gov.br/concurso-publico,https://www.ervalseco.rs.gov.br/edital-de-abertura-de-inscricoes-para-processo-seletivo-simplificado-no-005-para-o-cargo-de-motorista,https://www.ervalseco.rs.gov.br/publicacoes-legais,https://www.ervalseco.rs.gov.br/cpt_public_legais/edital-no-002-2026-homologacao-das-inscricoes-e-divulgacao-dos-classificados-e-suplentes-para-os-cursos-profissionalizantes,https://www.ervalseco.rs.gov.br/publicacoes-legais,boa,revisar,revisar,boa,0.8,heuristic+gemini,1,"A URL de processos seletivos e convocações aponta para editais individuais ou resultados específicos, não para uma seção geral. A seção 'Publicações Legais' parece ser o local mais abrangente para editais e publicações oficiais.",2026-06-24T15:36:28.372267+00:00
RS,Esmeralda,4307401,https://www.esmeralda.rs.gov.br/,,,https://www.esmeralda.rs.gov.br/editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.7,heuristic+gemini,1,"Apenas a seção de editais gerais foi encontrada. Não há seções específicas para concursos, processos seletivos, convocações ou diário oficial.",2026-06-24T15:36:30.034193+00:00
RS,Esperança do Sul,4307450,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:30.058529+00:00
RS,Espumoso,4307500,https://espumoso.rs.gov.br/,https://espumoso.rs.gov.br/publicacoes/concursos-publicos,https://espumoso.rs.gov.br/publicacoes/concursos-processoseletivo-comdica-audienciapublica,https://espumoso.rs.gov.br/publicacoes/editais-de-licitacao,https://espumoso.rs.gov.br/2025/12/09/convocacao-urgente-as-entidades-e-comunidades-de-espumoso,https://espumoso.rs.gov.br/publicacoes/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:30.248694+00:00
RS,Estação,4307559,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:32.897161+00:00
RS,Estância Velha,4307609,https://estanciavelha.rs.gov.br/,https://estanciavelha.rs.gov.br/concurso/id/202?processo-seletivo.html,https://estanciavelha.rs.gov.br/concurso/id/202?processo-seletivo.html,https://estanciavelha.rs.gov.br/licitacao/id/110?chamamento-publico.html,https://estanciavelha.rs.gov.br/concurso/id/201?convocacao.html,https://estanciavelha.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:33.020765+00:00
RS,Esteio,4307708,https://www.esteio.rs.gov.br/,https://www.esteio.rs.gov.br/editais/concursos-publicos,https://www.esteio.rs.gov.br/processos-seletivos,https://www.esteio.rs.gov.br/edital,https://www.esteio.rs.gov.br/nomeacoes,https://www.esteio.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:36:35.270627+00:00
RS,Estrela,4307807,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:37.391536+00:00
RS,Estrela Velha,4307815,https://estrelavelha.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Nenhuma URL especÃ­fica para concursos, processos seletivos, editais, convocaÃ§Ãµes ou diÃ¡rio oficial foi encontrada nos candidatos fornecidos. Apenas a URL base foi provida.",2026-06-24T15:36:38.021977+00:00
RS,Eugênio de Castro,4307831,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:38.573948+00:00
RS,Fagundes Varela,4307864,https://www.fagundesvarela.rs.gov.br/,https://www.fagundesvarela.rs.gov.br/portal-da-transparencia/concursos-publicos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Apenas a URL de concursos públicos foi encontrada com alta confiança. As outras categorias não possuem URLs explícitas nos candidatos fornecidos.,2026-06-24T15:36:38.581090+00:00
RS,Farroupilha,4307906,https://www.farroupilha.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Nenhuma URL específica para as categorias foi encontrada nos candidatos fornecidos, que contém apenas a página inicial.",2026-06-24T15:36:38.693826+00:00
RS,Faxinal do Soturno,4308003,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:39.036594+00:00
RS,Faxinalzinho,4308052,https://faxinalzinho.rs.gov.br/,https://faxinalzinho.rs.gov.br/pg.php?area=CONCURSOPUBLICO,https://faxinalzinho.rs.gov.br/pg.php?area=PROCESSOSELETIVO,https://faxinalzinho.rs.gov.br/pg.php?area=EDITAIS,,,boa,boa,nao_encontrada,nao_encontrada,0.9,heuristic+gemini,1,"URLs diretas para concursos, processos seletivos e editais. Não há URL explícita para convocações ou diário oficial.",2026-06-24T15:36:39.133839+00:00
RS,Fazenda Vilanova,4308078,https://fazendavilanova.rs.gov.br/,https://fazendavilanova.rs.gov.br/concurso/cat/8,https://fazendavilanova.rs.gov.br/concurso/cat/9,https://fazendavilanova.rs.gov.br/licitacao,https://fazendavilanova.rs.gov.br/concurso,,boa,boa,revisar,nao_encontrada,0.8,heuristic+gemini,1,"A URL de convocações é genérica para concursos, pode conter convocações mas não é uma seção dedicada.",2026-06-24T15:36:40.339699+00:00
RS,Feliz,4308102,https://www.feliz.rs.gov.br/site,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL especÃ­fica para as categorias solicitadas foi encontrada no Ãºnico candidato fornecido (pÃ¡gina inicial).,2026-06-24T15:36:41.648178+00:00
RS,Flores da Cunha,4308201,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:36:44.430669+00:00
